gene_name;gi;pident;evalue;description
THTET00000003260;gi|21542215|sp|P87074.1|RHP9_SCHPO;35.714;1.33E-19;"RecName: Full=DNA repair protein crb2; AltName: Full=Checkpoint mediator protein crb2; AltName: Full=Cut5-repeat binding protein 2; AltName: Full=RAD9 protein homolog"
THTET00000003921;gi|74698420|sp|Q9US36.1|KLF1_SCHPO;23.132;2.05E-05;"RecName: Full=Zinc finger protein klf1; AltName: Full=Krueppel-like zinc finger transcription factor 1"
THTET00000002720;gi|298351546|sp|A1D122.1|BGLM_NEOFI;59.481;0;"RecName: Full=Probable beta-glucosidase M; AltName: Full=Beta-D-glucoside glucohydrolase M; AltName: Full=Cellobiase M; AltName: Full=Gentiobiase M; Flags: Precursor"
THTET00000003524;gi|1350603|sp|P23796.3|RIT1_YEAST;32.143;6.89E-67;"RecName: Full=tRNA A64-2'-O-ribosylphosphate transferase; AltName: Full=Initiator tRNA phosphoribosyl-transferase"
THTET00000003487;gi|290457677|sp|Q6E0U4.3|DMKN_HUMAN;40.426;0.14;"RecName: Full=Dermokine; AltName: Full=Epidermis-specific secreted protein SK30/SK89; Flags: Precursor"
THTET00000003487;gi|290457677|sp|Q6E0U4.3|DMKN_HUMAN;38.596;0.33;"RecName: Full=Dermokine; AltName: Full=Epidermis-specific secreted protein SK30/SK89; Flags: Precursor"
THTET00000003487;gi|290457677|sp|Q6E0U4.3|DMKN_HUMAN;38.182;1.3;"RecName: Full=Dermokine; AltName: Full=Epidermis-specific secreted protein SK30/SK89; Flags: Precursor"
THTET00000003028;gi|81884609|sp|Q6AYJ5.1|CLUA1_RAT;28.333;3.3;RecName: Full=Clusterin-associated protein 1
THTET00000003201;gi|68053272|sp|Q5RD27.2|SRPK1_PONAB;38.793;8.82E-15;"RecName: Full=SRSF protein kinase 1; AltName: Full=SFRS protein kinase 1; AltName: Full=Serine/arginine-rich protein-specific kinase 1; Short=SR-protein-specific kinase 1"
THTET00000003687;gi|939319635|sp|P0DN30.1|RTAI1_ARTBC;30.769;3.22E-17;"RecName: Full=Probable zinc-binding oxidoreductase, mitochondrial; Flags: Precursor"
THTET00000002947;gi|14548232|sp|Q9RPT1.1|RHLG_PSEAE;40.602;7.79E-57;"RecName: Full=Rhamnolipids biosynthesis 3-oxoacyl-[acyl-carrier-protein] reductase; AltName: Full=3-ketoacyl-acyl carrier protein reductase"
THTET00000003544;gi|118582332|sp|Q2GCC6.1|PDXH_NOVAD;27.174;0.86;"RecName: Full=Pyridoxine/pyridoxamine 5'-phosphate oxidase; AltName: Full=PNP/PMP oxidase; Short=PNPOx; AltName: Full=Pyridoxal 5'-phosphate synthase"
THTET00000003447;gi|353558846|sp|C8V8H5.1|IES1_EMENI;40.541;1.47E-132;RecName: Full=Ino eighty subunit 1
THTET00000003656;gi|74625940|sp|Q9UTD0.1|FOLD_SCHPO;38.443;8.51E-90;"RecName: Full=Probable dihydrofolate synthetase; Short=DHFS"
THTET00000003284;gi|118550|sp|P00369.3|DHE4_NEUCR;82.057;0;"RecName: Full=NADP-specific glutamate dehydrogenase; Short=NADP-GDH; AltName: Full=NADP-dependent glutamate dehydrogenase"
THTET00000002690;gi|121697829|sp|Q2NF85.1|VATC_METST;35.185;1.8;"RecName: Full=V-type ATP synthase subunit C; AltName: Full=V-ATPase subunit C"
THTET00000003459;gi|729138|sp|P40987.1|CIN1_YEAST;44.444;0.74;RecName: Full=Chromosome instability protein 1
THTET00000002664;gi|46395971|sp|Q9D1A0.1|AAED1_MOUSE;33.121;7.55E-13;"RecName: Full=Thioredoxin-like protein AAED1; AltName: Full=AhpC/TSA antioxidant enzyme domain-containing protein 1"
THTET00000002448;gi|2507070|sp|P38680.2|MTR_NEUCR;31.422;4.08E-62;"RecName: Full=N amino acid transport system protein; AltName: Full=Methyltryptophan resistance protein"
THTET00000002709;gi|75029141|sp|Q9XWZ2.1|ACD11_CAEEL;37.079;4.52E-04;RecName: Full=Acyl-CoA dehydrogenase family member 11
THTET00000003386;gi|308153513|sp|P25037.2|UBP1_YEAST;27.545;2.16E-23;"RecName: Full=Ubiquitin carboxyl-terminal hydrolase 1; AltName: Full=Deubiquitinating enzyme 1; AltName: Full=Ubiquitin thioesterase 1; AltName: Full=Ubiquitin-specific-processing protease 1"
THTET00000003386;gi|308153513|sp|P25037.2|UBP1_YEAST;31.373;4.30E-07;"RecName: Full=Ubiquitin carboxyl-terminal hydrolase 1; AltName: Full=Deubiquitinating enzyme 1; AltName: Full=Ubiquitin thioesterase 1; AltName: Full=Ubiquitin-specific-processing protease 1"
THTET00000003267;gi|380877147|sp|D7UQ40.1|SOL5_ALTSO;30.152;1.47E-48;"RecName: Full=Bifunctional solanapyrone synthase; AltName: Full=FAD-dependent monooxygenase sol5; AltName: Full=Prosolanapyrone-II oxidase; AltName: Full=Prosolanapyrone-III cycloisomerase; AltName: Full=Solanapyrone biosynthesis protein 5; Flags: Precursor"
THTET00000002769;gi|3183389|sp|O14302.1|CYK3_SCHPO;30.201;1.55E-75;RecName: Full=cytokinesis protein 3
THTET00000002769;gi|3183389|sp|O14302.1|CYK3_SCHPO;56.25;1.78E-15;RecName: Full=cytokinesis protein 3
THTET00000002977;gi|408407682|sp|F1QBY1.1|NIPLB_DANRE;42.268;2.73E-11;RecName: Full=Nipped-B-like protein B
THTET00000002977;gi|408407682|sp|F1QBY1.1|NIPLB_DANRE;40.625;1.06E-09;RecName: Full=Nipped-B-like protein B
THTET00000002977;gi|408407682|sp|F1QBY1.1|NIPLB_DANRE;38.889;8.86E-09;RecName: Full=Nipped-B-like protein B
THTET00000002977;gi|408407682|sp|F1QBY1.1|NIPLB_DANRE;32.71;0.89;RecName: Full=Nipped-B-like protein B
THTET00000003180;gi|30913534|sp|Q9UU99.1|YJX4_SCHPO;54.77;1.96E-103;RecName: Full=CRAL-TRIO domain-containing protein C23B6.04c
THTET00000003239;gi|442580994|sp|B9FXV5.2|IF4G_ORYSJ;43.59;4.5;"RecName: Full=Eukaryotic translation initiation factor 4G; Short=eIF-4G; Short=eIF4G; AltName: Full=Eukaryotic initiation factor 4F subunit p220; Short=eIF-4F p220 subunit"
THTET00000002625;gi|22001889|sp|Q9UTI0.1|PYRC_SCHPO;44.932;2.46E-98;"RecName: Full=Probable dihydroorotase; Short=DHOase"
THTET00000003296;gi|1723727|sp|P53295.1|RBG2_YEAST;68.219;1.28E-179;"RecName: Full=Ribosome-interacting GTPase 2; AltName: Full=GTP-binding protein RBG2"
THTET00000002502;gi|380875442|sp|B5BP48.1|YP54_SCHPO;35.714;4.60E-04;RecName: Full=Putative alpha-ketoglutarate-dependent sulfonate dioxygenase
THTET00000002901;gi|121781508|sp|Q2GXM1.1|SEC16_CHAGB;73.689;0;"RecName: Full=COPII coat assembly protein SEC16; AltName: Full=Protein transport protein SEC16"
THTET00000003705;gi|317412023|sp|A0JM23.2|NPHP3_XENTR;30.061;7.24E-40;RecName: Full=Nephrocystin-3
THTET00000003705;gi|317412023|sp|A0JM23.2|NPHP3_XENTR;30.99;1.73E-38;RecName: Full=Nephrocystin-3
THTET00000003705;gi|317412023|sp|A0JM23.2|NPHP3_XENTR;26.855;7.00E-28;RecName: Full=Nephrocystin-3
THTET00000003705;gi|317412023|sp|A0JM23.2|NPHP3_XENTR;30.594;9.18E-26;RecName: Full=Nephrocystin-3
THTET00000003230;gi|74582587|sp|O74882.1|SDH3_SCHPO;39.456;1.02E-32;"RecName: Full=Succinate dehydrogenase cytochrome B subunit, mitochondrial; Flags: Precursor"
THTET00000003601;gi|408360225|sp|O94673.2|YG75_SCHPO;46.012;6.42E-105;RecName: Full=Uncharacterized membrane protein C776.05
THTET00000002701;gi|166220781|sp|Q5SRE7.2|PHYD1_HUMAN;42.249;2.43E-68;RecName: Full=Phytanoyl-CoA dioxygenase domain-containing protein 1
THTET00000003360;gi|731484|sp|P40054.1|SERA_YEAST;66.083;0;"RecName: Full=D-3-phosphoglycerate dehydrogenase 1; Short=3-PGDH 1; AltName: Full=2-oxoglutarate reductase"
THTET00000003912;gi|74638719|sp|Q9P6J0.1|YHDC_SCHPO;30.629;9.71E-60;RecName: Full=Uncharacterized transporter C1683.12
THTET00000003225;gi|74625334|sp|Q9P735.2|FAL1_NEUCR;99.252;0;RecName: Full=ATP-dependent RNA helicase fal-1
THTET00000003059;gi|26391464|sp|O60125.1|BAG1A_SCHPO;35.714;0.007;"RecName: Full=BAG family molecular chaperone regulator 1A; Short=BAG-1A"
THTET00000003071;gi|51704253|sp|P09646.2|RNN1_NEUCR;52.288;1.32E-47;"RecName: Full=Guanyl-specific ribonuclease N1; Short=RNase N1; Flags: Precursor"
THTET00000002473;gi|117631|sp|P29138.1|CUDP_METAN;58.734;2.21E-157;"RecName: Full=Cuticle-degrading protease; AltName: Full=Chymoelastase; AltName: Full=PR1; Flags: Precursor"
THTET00000002826;gi|11387116|sp|Q9VJE4.1|RPB11_DROME;40;1.39E-21;"RecName: Full=DNA-directed RNA polymerase II subunit RPB11; Short=RNA polymerase II subunit B11; AltName: Full=DNA-directed RNA polymerase II 13.3 kDa polypeptide; AltName: Full=DNA-directed RNA polymerase II subunit J"
THTET00000003004;gi|1100152782|sp|B3FWT8.1|RDC3_METCM;30.403;2.41E-60;"RecName: Full=Efflux pump rdc3; AltName: Full=Hypothemycin biosynthesis cluster protein rdc3"
THTET00000002808;gi|74695865|sp|Q75EY2.1|FYV4_ASHGO;44.118;9.66E-09;"RecName: Full=Protein FYV4, mitochondrial; Flags: Precursor"
THTET00000003050;gi|1723250|sp|Q10180.1|MU113_SCHPO;26.05;2.07E-05;RecName: Full=Meiotically up-regulated gene 113 protein
THTET00000003594;gi|123642093|sp|Q49W60.1|2NPD_STAS1;32.558;9.75E-36;"RecName: Full=Probable nitronate monooxygenase; AltName: Full=Nitroalkane oxidase"
THTET00000002986;gi|1708464|sp|Q10318.1|ILV3_SCHPO;72;0;"RecName: Full=Putative dihydroxy-acid dehydratase, mitochondrial; Short=DAD; AltName: Full=2,3-dihydroxy acid hydrolyase; Flags: Precursor"
THTET00000003469;gi|48474693|sp|Q9UU86.1|SYG1_SCHPO;34.72;4.05E-102;RecName: Full=Protein SYG1 homolog
THTET00000003469;gi|48474693|sp|Q9UU86.1|SYG1_SCHPO;29.348;3.8;RecName: Full=Protein SYG1 homolog
THTET00000002653;gi|75245815|sp|Q8L970.1|P4H7_ARATH;27.928;0.021;"RecName: Full=Probable prolyl 4-hydroxylase 7; Short=AtP4H7"
THTET00000003589;gi|81908675|sp|Q4V8C2.3|ZW10_RAT;21.16;3.17E-07;RecName: Full=Centromere/kinetochore protein zw10 homolog
THTET00000002730;gi|85690840|sp|Q9ZSK1.2|GTOMC_ARATH;27.35;6.31E-27;"RecName: Full=Tocopherol O-methyltransferase, chloroplastic; AltName: Full=Gamma-tocopherol methyltransferase; AltName: Full=Vitamin E pathway gene 4 protein; Short=AtVTE4; Flags: Precursor"
THTET00000003565;gi|74626645|sp|O14329.1|ZRG17_SCHPO;23.799;5.07E-21;RecName: Full=Probable zinc transporter zrg17
THTET00000002464;gi|416885|sp|P32460.1|DCG1_YEAST;29.2;3.38E-27;RecName: Full=Protein DCG1
THTET00000002549;gi|2499592|sp|Q92398.1|SPM1_SCHPO;71.053;0;"RecName: Full=Mitogen-activated protein kinase spm1; Short=MAP kinase spm1; AltName: Full=MAP kinase pmk1"
THTET00000003906;gi|952543464|sp|P0DN31.1|NFS1_ARTBC;75.734;0;"RecName: Full=Cysteine desulfurase, mitochondrial; Flags: Precursor"
THTET00000002859;gi|90101774|sp|Q9C1E8.2|TIM22_NEUCR;74.286;7.80E-90;RecName: Full=Mitochondrial import inner membrane translocase subunit tim22
THTET00000003770;gi|121805834|sp|Q2US83.1|EGLD_ASPOR;40.086;2.41E-46;"RecName: Full=Probable endo-beta-1,4-glucanase D; Short=Endoglucanase D; AltName: Full=Carboxymethylcellulase D; AltName: Full=Cellulase D; Flags: Precursor"
THTET00000002930;gi|74582848|sp|O94300.1|YOOH_SCHPO;51.089;0;RecName: Full=Putative xanthine/uracil permease C887.17
THTET00000003036;gi|1239396294|sp|A0A089FRP6.1|PRLG_FUNXX;74.359;0;"RecName: Full=MFS transporter prlG; AltName: Full=Pyrrolocin biosynthesis protein G"
THTET00000002631;gi|74676580|sp|Q12314.1|SFM1_YEAST;45.32;2.05E-48;"RecName: Full=Protein arginine N-methyltransferase SFM1; AltName: Full=SPOUT family methyltransferase 1"
THTET00000003069;gi|67460429|sp|Q9SJF3.2|DCP1_ARATH;30.405;3.55E-09;"RecName: Full=mRNA-decapping enzyme-like protein; AltName: Full=DCP1 homolog"
THTET00000003696;gi|2507352|sp|P25441.2|RPC4_YEAST;25;8.3;"RecName: Full=DNA-directed RNA polymerase III subunit RPC4; Short=RNA polymerase III subunit C4; AltName: Full=C53; AltName: Full=DNA-directed RNA polymerase III 47 kDa polypeptide"
THTET00000003335;gi|1351683|sp|Q10063.1|EHS1_SCHPO;36.322;5.50E-66;"RecName: Full=Calcium influx-promoting protein ehs1; Flags: Precursor"
THTET00000002582;gi|126690|sp|P22134.1|MAG_YEAST;28.866;1.70E-27;"RecName: Full=DNA-3-methyladenine glycosylase; AltName: Full=3-methyladenine DNA glycosidase; AltName: Full=3MEA DNA glycosylase"
THTET00000002770;gi|160358992|sp|Q7Z991.2|YE31_SCHPO;54.167;2.29E-86;RecName: Full=ABC transporter domain-containing protein C20G4.01
THTET00000002887;gi|263405025|sp|A7Z4X8.1|BAEC_BACA2;44.737;2.2;"RecName: Full=Polyketide biosynthesis malonyl CoA-acyl carrier protein transacylase BaeC; Short=AT"
THTET00000002574;gi|82184926|sp|Q6IP50.1|UBX1A_XENLA;28.664;3.92E-19;"RecName: Full=UBX domain-containing protein 1-A; AltName: Full=SAPK substrate protein 1-A"
THTET00000002542;gi|74856936|sp|Q54ZG7.1|TM234_DICDI;34.459;2.19E-17;RecName: Full=Transmembrane protein 234 homolog
THTET00000003438;gi|2498711|sp|Q09142.1|ORC2_SCHPO;32.584;6.23E-50;RecName: Full=Origin recognition complex subunit 2
THTET00000003853;gi|74659951|sp|Q6C9W0.1|UBC12_YARLI;65.241;1.74E-86;"RecName: Full=NEDD8-conjugating enzyme UBC12; AltName: Full=RUB1-conjugating enzyme; AltName: Full=Ubiquitin carrier protein 12"
THTET00000003314;gi|24211972|sp|Q12019.1|MDN1_YEAST;22.713;0.046;"RecName: Full=Midasin; AltName: Full=Dynein-related AAA-ATPase REA1; AltName: Full=MIDAS-containing protein; AltName: Full=Ribosome export/assembly protein 1"
THTET00000003340;gi|395398466|sp|Q9Y7L0.2|SEC22_SCHPO;58.14;1.54E-88;RecName: Full=Protein transport protein sec22
THTET00000003350;gi|341941037|sp|Q8BW72.3|KDM4A_MOUSE;26.984;2.5;"RecName: Full=Lysine-specific demethylase 4A; AltName: Full=JmjC domain-containing histone demethylation protein 3A; AltName: Full=Jumonji domain-containing protein 2A"
THTET00000003734;gi|54042304|sp|P80547.4|SCP2_YARLI;54.762;1.78E-35;"RecName: Full=Fatty acid-binding protein; AltName: Full=Sterol carrier protein 2; AltName: Full=YLSCP2"
THTET00000003480;gi|116319|sp|P29027.1|CHI2_RHIOL;30.583;1.41E-10;"RecName: Full=Chitinase 2; Flags: Precursor"
THTET00000002914;gi|1076761156|sp|W7MS01.1|FUB3_GIBM7;56.324;0;"RecName: Full=Aspartate kinase FUB3; AltName: Full=Fusaric acid biosynthesis protein 3"
THTET00000002746;gi|74638555|sp|Q9HFE4.1|FMO1_SCHPO;37.668;3.84E-90;"RecName: Full=Thiol-specific monooxygenase; AltName: Full=Flavin-dependent monooxygenase"
THTET00000003917;gi|1042851631|sp|Q4WZB4.2|ABR1_ASPFU;39.962;4.08E-125;"RecName: Full=Multicopper oxidase abr1; AltName: Full=Conidial pigment biosynthesis oxidase abr1; Flags: Precursor"
THTET00000002622;gi|46396534|sp|Q9P7T4.1|MRC1_SCHPO;29.787;0.003;"RecName: Full=Mediator of replication checkpoint protein 1; AltName: Full=DNA replication checkpoint mediator mrc1"
THTET00000002962;gi|2495113|sp|P77526.1|YFCG_ECOLI;43.062;5.76E-46;"RecName: Full=Disulfide-bond oxidoreductase YfcG; AltName: Full=GSH-dependent disulfide-bond oxidoreductase YfcG; AltName: Full=GST N1-1; AltName: Full=GST-like protein YfcG; AltName: Full=Organic hydroperoxidase"
THTET00000003728;gi|146345363|sp|P52957.2|AFLR_EMENI;50;4.44E-04;RecName: Full=Sterigmatocystin biosynthesis regulatory protein
THTET00000003854;gi|67476617|sp|P29070.2|CHS1_NEUCR;86.805;0;"RecName: Full=Chitin synthase 1; AltName: Full=Chitin-UDP acetyl-glucosaminyl transferase 1; AltName: Full=Class-III chitin synthase 3"
THTET00000002807;gi|1338308007|sp|C5H883.1|RADR_CHACV;42.593;2.31E-04;"RecName: Full=Transcription factor radR; AltName: Full=Radicicol biosynthesis cluster regulator"
THTET00000002579;gi|19862987|sp|Q10752.2|CDC28_SCHPO;56.235;0;"RecName: Full=Pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein cdc28; AltName: Full=Pre-mRNA-processing protein 8"
THTET00000003939;gi|23822339|sp|O94611.2|MUG65_SCHPO;38.739;3.69E-33;RecName: Full=Meiotically up-regulated gene 65 protein
THTET00000003874;gi|8488971|sp|Q01302.2|CCG6_NEUCR;49.682;4.07E-30;RecName: Full=Clock-controlled protein 6
THTET00000003742;gi|347595785|sp|P36166.3|PXL1_YEAST;39.13;1.09E-22;RecName: Full=Paxillin-like protein 1
THTET00000002693;gi|74676617|sp|Q12515.1|PAR32_YEAST;36.066;0.24;"RecName: Full=Protein PAR32; AltName: Full=Protein phosphorylated after rapamycin 32"
THTET00000003184;gi|81868592|sp|Q9JJ06.1|C1GLT_MOUSE;30.172;1.26E-05;"RecName: Full=Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1; AltName: Full=Core 1 O-glycan T-synthase; Short=T-syn; AltName: Full=Core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 1; AltName: Full=Core 1 beta1,3-galactosyltransferase 1; Short=C1GalT1; Short=Core 1 beta3-Gal-T1"
THTET00000002989;gi|1035664363|sp|Q7Z5P9.3|MUC19_HUMAN;40.741;0.96;"RecName: Full=Mucin-19; Short=MUC-19; Flags: Precursor"
THTET00000003078;gi|6685577|sp|O54783.3|CHKB_RAT;26.136;0.34;"RecName: Full=Choline/ethanolamine kinase; AltName: Full=Choline kinase beta; Short=CK; Short=CKB; AltName: Full=Ethanolamine kinase; Short=EK; AltName: Full=choline/ethanolamine kinase beta; Short=CKEKB"
THTET00000003161;gi|172044251|sp|A4J190.1|GLMM_DESRM;29.348;0.54;RecName: Full=Phosphoglucosamine mutase
THTET00000002490;gi|75206429|sp|Q9SKC9.1|NDUB7_ARATH;57.333;3.49E-26;RecName: Full=NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
THTET00000003895;gi|38257815|sp|P59950.1|PIT_MYCBO;31.915;6.4;RecName: Full=Probable low-affinity inorganic phosphate transporter
THTET00000003152;gi|74698420|sp|Q9US36.1|KLF1_SCHPO;24.081;2.16E-43;"RecName: Full=Zinc finger protein klf1; AltName: Full=Krueppel-like zinc finger transcription factor 1"
THTET00000003305;gi|31340001|sp|O94556.2|APC8_SCHPO;39.593;3.23E-137;"RecName: Full=Anaphase-promoting complex subunit 8; AltName: Full=20S cyclosome/APC complex protein apc8; AltName: Full=Cell untimely torn protein 23"
THTET00000003309;gi|857219490|sp|G0S7R3.2|POM34_CHATD;48.182;1.01E-80;"RecName: Full=Nucleoporin POM34; AltName: Full=Nuclear pore protein POM34; AltName: Full=Pore membrane protein of 34 kDa"
THTET00000003867;gi|21903495|sp|P34595.2|IGLR2_CAEEL;32.692;3.4;"RecName: Full=Immunoglobulin domain and leucine-rich repeat-containing protein 2; Flags: Precursor"
THTET00000003760;gi|22653732|sp|Q8X0X0.1|GSH1_NEUCR;71.252;0;"RecName: Full=Glutamate--cysteine ligase; AltName: Full=Gamma-ECS; Short=GCS; AltName: Full=Gamma-glutamylcysteine synthetase"
THTET00000002834;gi|3219950|sp|O14200.1|PXA1_SCHPO;29.787;0.18;RecName: Full=PXA domain protein 1
THTET00000002863;gi|21542288|sp|Q96UB1.2|TMLH_NEUCR;58.942;2.98E-157;"RecName: Full=Trimethyllysine dioxygenase; AltName: Full=Carnitine biosynthesis protein 1; AltName: Full=Epsilon-trimethyllysine 2-oxoglutarate dioxygenase; AltName: Full=TML hydroxylase; AltName: Full=TML-alpha-ketoglutarate dioxygenase; Short=TML dioxygenase; Short=TMLD"
THTET00000003218;gi|74625961|sp|Q9UTK0.1|NOB1_SCHPO;41.395;2.29E-93;"RecName: Full=20S-pre-rRNA D-site endonuclease nob1; AltName: Full=Pre-rRNA-processing endonuclease nob1"
THTET00000002721;gi|585175|sp|Q05424.1|GPA2_NEUCR;80.206;0;"RecName: Full=Guanine nucleotide-binding protein alpha-2 subunit; AltName: Full=GP2-alpha"
THTET00000003213;gi|31340082|sp|Q89AH0.1|FABD_BUCBP;45.833;8.7;"RecName: Full=Malonyl CoA-acyl carrier protein transacylase; Short=MCT"
THTET00000002629;gi|206557937|sp|Q1MTM9.2|YFN1_SCHPO;22.449;4.67E-18;RecName: Full=Uncharacterized transcriptional regulatory protein C1327.01c
THTET00000003579;gi|121818972|sp|Q4JJB1.1|CYNS_CHAGS;86.747;1.21E-106;"RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase"
THTET00000002607;gi|215277038|sp|O74986.2|COM1_SCHPO;41.935;1.6;"RecName: Full=DNA endonuclease ctp1; AltName: Full=Double-strand break repair protein ctp1; AltName: Full=Meiotically up-regulated gene 38 protein; AltName: Full=Nbs1-interacting protein 1; AltName: Full=Sporulation in the absence of SPO11 protein 2 homolog; Short=SAE2"
THTET00000002799;gi|42559873|sp|Q9C2D4.2|SC61G_NEUCR;87.143;3.00E-40;RecName: Full=Probable protein transport protein Sec61 subunit gamma
THTET00000002506;gi|704043522|sp|A1C8C3.1|OPHFS_ASPCL;33.603;5.09E-122;RecName: Full=Ophiobolin F synthase
THTET00000002492;gi|74656127|sp|Q59QC7.1|UPC2_CANAL;50;5.05E-08;RecName: Full=Sterol uptake control protein 2
THTET00000002700;gi|74676196|sp|O94432.1|YHKF_SCHPO;57.143;5.64E-92;RecName: Full=Uncharacterized RNA-binding protein C660.15
THTET00000002775;gi|1706161|sp|P33307.2|CSE1_YEAST;41.062;0;"RecName: Full=Importin alpha re-exporter; AltName: Full=Chromosome segregation protein CSE1"
THTET00000003431;gi|296439558|sp|A2R5N0.1|EGLD_ASPNC;36;0.21;"RecName: Full=Probable endo-beta-1,4-glucanase D; Short=Endoglucanase D; AltName: Full=Carboxymethylcellulase D; AltName: Full=Cellulase D; Flags: Precursor"
THTET00000002556;gi|460018219|sp|Q13402.2|MYO7A_HUMAN;38.095;1.1;RecName: Full=Unconventional myosin-VIIa
THTET00000002998;gi|75162589|sp|Q8W583.1|ALT3_ARATH;26.667;4.5;"RecName: Full=Acyl-acyl carrier protein thioesterase ATL3, chloroplastic; AltName: Full=Acyl-ACP thioesterase ATL3; AltName: Full=Acyl-lipid thioesterase 3; Flags: Precursor"
THTET00000003784;gi|418596|sp|P32899.1|IMP3_YEAST;64.835;7.55E-85;"RecName: Full=U3 small nucleolar ribonucleoprotein protein IMP3; Short=U3 snoRNP protein IMP3; AltName: Full=Interacting with MPP10 protein 3"
THTET00000003706;gi|487523482|sp|A1Z8P9.1|TPR_DROME;26.667;0.84;"RecName: Full=Nucleoprotein TPR; AltName: Full=Megator; AltName: Full=Nuclear envelope antigen Bx34"
